Country,holidayName,effectLevel
Bosnia and Herzegovina,Independence Day (Bosnia and Herzegovina),Meduim
Latvia,Independence Day Public Holiday,Meduim
Korea,Independence Movement Day - Samiljeol,Meduim
Colombia,Independence of Cartagena,Meduim
Ecuador,Independence of Cuenca,Meduim
Ecuador,Independence of Guayaquil,Meduim
Lithuania,Independence Restoration Day,Meduim
Georgia,Independence Restoration Day,Meduim
Portugal,Independence Restoration Day,Meduim
Trinidad and Tobago,Indian Arrival Day,Low
Trinidad and Tobago,Indian Arrival Day (Observed),Low
Nicaragua,Indigenous Resistance Day,Low
China,Insects Awaken,Low
Israel,International Holocaust Remembrance Day,Low
Lithuania,International Labour Day,Low
Kazakhstan,International Women's Day,Low
Russia,International Women's Day,Low
Ukraine,International Women's Day,Low
Kazakhstan,International Women's Day (Observed),Low
Russia,International Women's Day (Observed),Low
Ukraine,International Women's Day (Observed),Low
Vietnam,International Workers' Day,Low
Vietnam,International Workers' Day (Observed),Low
San Marino,Investiture of the Captains-Regent,Low
Canada,Islander Day (Prince Edward Island),Low
Brunei,Isra' Mi'raj,Low
Brunei,Isra' Mi'raj (Observed),Low
Jewish Religious Holidays,Isru Hag Pesach (Israel),Low
Jewish Religious Holidays,Isru Hag Shavuot (Israel),Low
Jewish Religious Holidays,Isru Hag-Sukkot (Israel),Low
Kenya,Jamhuri Day,Low
Kenya,Jamhuri Day (Observed),Low
Czechia,John Huss Day,Low
Dominican Republic,Juan Pablo Duarte Day,Low
Costa Rica,Juan Santamaría,Low
Ireland,June Bank Holiday,Low
Kazakhstan,Kazakhstan People's Unity Day,Low
Kazakhstan,Kazakhstan People's Unity Day (Observed),Low
Thailand,Khao Phansa (Buddhist Lent Day),Low
Thailand,Khao Phansa (Buddhist Lent Day) (Observed),Low
Netherlands,King's Day,Low
Belgium,King's Feast,Low
Vietnam,Kitchen Guardians Festival,Low
Ukraine,Kupala Night,Low
Kazakhstan,Kurban ayt,Low
Turkey,Kurban Bayramı (1st Day),Low
Turkey,Kurban Bayramı (2nd Day),Low
Turkey,Kurban Bayramı (3rd Day),Low
Turkey,Kurban Bayramı (4th Day),Low
Turkey,Labor and Solidarity Day,Low
Albania,Labor Day,Low
Andorra,Labor Day,Low
Angola,Labor Day,Low
Argentina,Labor Day,Low
Austria,Labor Day,Low
Belarus,Labor Day,Low
Belgium,Labor Day,Low
Bolivia,Labor Day,Low
Bosnia and Herzegovina,Labor Day,Low
Brazil,Labor Day,Low
Bulgaria,Labor Day,Low
Chile,Labor Day,Low
Colombia,Labor Day,Low
Costa Rica,Labor Day,Low
Croatia,Labor Day,Low
Czechia,Labor Day,Low
Ecuador,Labor Day,Low
El Salvador,Labor Day,Low
France,Labor Day,Low
Germany,Labor Day,Low
Guatemala,Labor Day,Low
Honduras,Labor Day,Low
Hong Kong S.A.R.,Labor Day,Meduim
Hungary,Labor Day,Low
Iceland,Labor Day,Low
Iraq,Labor Day,Low
Italy,Labor Day,Low
Korea,Labor Day,Low
Latvia,Labor Day,Low
Liechtenstein,Labor Day,Low
Luxembourg,Labor Day,Low
Macedonia FYRO,Labor Day,Low
Malaysia,Labor Day,Low
Mexico,Labor Day,Low
Monaco,Labor Day,Low
Montenegro,Labor Day,Low
Netherlands,Labor Day,Low
Panama,Labor Day,Low
Paraguay,Labor Day,Low
Peru,Labor Day,Low
Philippines,Labor Day,Low
Portugal,Labor Day,Low
Romania,Labor Day,Low
San Marino,Labor Day,Low
Serbia,Labor Day,Low
Singapore,Labor Day,Low
Slovakia,Labor Day,Low
Slovenia,Labor Day,Low
Spain,Labor Day,Low
Switzerland,Labor Day,Low
Syria,Labor Day,Low
Thailand,Labor Day,Low
Tunisia,Labor Day,Low
Ukraine,Labor Day,Low
Uruguay,Labor Day,Low
Venezuela,Labor Day,Low
Yemen,Labor Day,Low
Bosnia and Herzegovina,Labor Day (2nd Day),Low
Montenegro,Labor Day (2nd Day),Low
Serbia,Labor Day (2nd Day),Low
Slovenia,Labor Day (2nd Day),Low
Trinidad and Tobago,Labor Day,Low
United States,Labor Day,Low
Argentina,Labor Day (bridge),Low
Bulgaria,Labor Day (bridge),Low
Dominican Republic,Labor Day,Low
Ukraine,Labor Day (2nd Day),Low
Puerto Rico,Labor Day,Low
Trinidad and Tobago,Labor Day (Observed),Low
Ukraine,Labor Day (Observed),Low
Angola,Labor Day (Observed),Low
Bolivia,Labor Day (Observed),Low
Hong Kong S.A.R.,Labor Day (Observed),Meduim
Macedonia FYRO,Labor Day (Observed),Low
Monaco,Labor Day (Observed),Low
Panama,Labor Day (Observed),Low
Singapore,Labor Day (Observed),Low
Thailand,Labor Day (Observed),Low
Serbia,Labor Day Holiday,Low
Ukraine,Labor Day Holiday,Low
Japan,Labor Thanksgiving Day,Low
Japan,Labor Thanksgiving Day (Observed),Low
Algeria,Labour Day,Low
Armenia,Labour Day,Low
Bahrain,Labour Day,Low
China,Labor Day,Meduim
Congo (Democratic Republic of),Labour Day,Low
Cyprus,Labour Day,Low
Egypt,Labour Day,Low
Equatorial Guinea,Labour Day,Low
Jordan,Labour Day,Low
Kenya,Labour Day,Low
Lebanon,Labour Day,Low
Macao S.A.R.,Labour Day,Meduim
Moldova,Labour Day,Low
Morocco,Labour Day,Low
Nicaragua,Labour Day,Low
Jamaica,Labour Day,Low
Canada,Labour Day,Low
Australia,Labour Day,Low
New Zealand,Labour Day,Low
Bahrain,Labour Day (Observed),Low
Congo (Democratic Republic of),Labour Day (Observed),Low
Kenya,Labour Day (Observed),Low
Lebanon,Labour Day (Observed),Low
Macao S.A.R.,Labour Day (Observed),Meduim
Jamaica,Labour Day (Observed),Low
Dominican Republic,Lady of Altagracia,Low
Dominican Republic,Lady of Mercedes,Low
Jewish Religious Holidays,Lag BaOmer,Low
Islamic (Sunni) Religious Holidays,Lailat al-Baraat,Low
Islamic (Shia) Religious Holidays,Lailat al-Baraat,Low
Islamic (Shia) Religious Holidays,Lailat al-Ma'raj,Low
Islamic (Sunni) Religious Holidays,Lailat al-Ma'raj,Low
Philippines,Lailat al-Ma'raj,Low
China,Lantern Festival,Low
Vietnam,Lantern Festival,Low
United Kingdom,Late Summer Holiday,Low
Holy See (Vatican City),Lateran Treaty Day,Low
Islamic (Shia) Religious Holidays,Laylat al-Qadr,Low
Islamic (Sunni) Religious Holidays,Laylat al-Qadr,Low
Angola,Liberation Day,Meduim
Kuwait,Liberation Day,Meduim
Bulgaria,Liberation Day,Meduim
Italy,Liberation Day,Meduim
Portugal,Liberation Day,Meduim
Netherlands,Liberation Day,Meduim
Czechia,Liberation Day,Meduim
Slovakia,Liberation Day,Meduim
Congo (Democratic Republic of),Liberation Day,Meduim
San Marino,Liberation Day,Meduim
Albania,Liberation Day,Meduim
Bulgaria,Liberation Day (bridge),Meduim
Congo (Democratic Republic of),Liberation Day (Observed),Meduim
Kuwait,Liberation Day (Observed),Meduim
Angola,Liberation Day (Observed),Meduim
Korea,Liberation Day - Gwangbokjeol,Meduim
Vietnam,Liberation Day-Reunification Day,Meduim
Vietnam,Liberation Day-Reunification Day (Observed),Meduim
Monaco,Liberation of Monaco,Meduim
Syria,Liberation War Day,Meduim
China,Light Snow,Low
Panama,Los Santos Uprising Day,Low
Canada,Louis Riel Day (Manitoba),Low
Thailand,Loy Kratong Day,Low
Macao S.A.R.,Macao Special Administrative Region Establishment Day,Low
Kenya,Madaraka Day,Low
Kenya,Madaraka Day (Observed),Low
Thailand,Makha Bucha Day,Low
Thailand,Makha Bucha Day (Observed),Low
Malaysia,Malaysia Day,Low
Morocco,Manifesto of Independence,Low
Japan,Marine Day,Low
Puerto Rico,Martin Luther King Day,Low
Moldova,Martisor,Low
Iran,Martyrdom of Fatima Zahra,Low
Iran,Martyrdom of Imam Ali,Low
Iran,Martyrdom of Imam Reza,Low
Iran,Martyrdom of Imam Sadeq,Low
Tunisia,Martyrs' Day,Low
Lebanon,Martyrs' Day,Low
Syria,Martyrs' Day,Low
Panama,Martyr's Day,Low
Kenya,Mashujaa (Heroes') Day,Low
Kenya,Mashujaa (Heroes') Day (Observed),Low
Denmark,Maundy Thursday,Low
Ireland,May Bank Holiday,Low
Denmark,May Day,Low
Estonia,May Day,Low
Finland,May Day,Low
Greece,May Day,Low
Norway,May Day,Low
Sweden,May Day,Low
United Kingdom,May Day Bank Holiday,Low
Finland,May Day Eve,Low
Australia,Melbourne Cup Day (Victoria),Low
Netherlands,Memorial Day,Low
Moldova,Memorial Day,Low
United States,Memorial Day,Low
Canada,Memorial Day (Newfoundland and Labrador),Low
Puerto Rico,Memorial Day,Low
Korea,Memorial Day - Hyeonchung-il,Low
Hungary,Memorial Day for the Martyrs of Arad,Low
China,Chinese Mid-Autumn Festival,Meduim
Vietnam,Mid-Autumn Festival,Low
Estonia,Midsummer Day,Low
Lithuania,Midsummer Day,Low
Finland,Midsummer Day,Low
Sweden,Midsummer Day,Low
Latvia,Midsummer Eve,Low
Finland,Midsummer Eve,Low
Sweden,Midsummer Eve,Low
Vietnam,Mid-Year Festival,Low
Iran,Mission of Prophet Mohammed,Low
Albania,Mother Theresa Day,Low
Belarus,Motherland Defender's Day,Low
Russia,Motherland Defender's Day,Low
Russia,Motherland Defender's Day (Observed),Low
Syria,Mothers' Day,Meduim
Panama,Mothers' Day,Meduim
Georgia,Mother's Day,Meduim
Romania,Mother's Day,Meduim
Guatemala,Mother's Day,Meduim
Mexico,Mother's Day,Meduim
South Africa,Mother's Day,Meduim
Poland,Mother's Day,Meduim
Nicaragua,Mother's Day,Meduim
Costa Rica,Mother's Day,Meduim
Hungary,Mother's Day,Meduim
Lithuania,Mother's Day,Meduim
Spain,Mother's Day,Meduim
Australia,Mother's Day,Meduim
Honduras,Mother's Day,Meduim
Latvia,Mother's Day,Meduim
Puerto Rico,Mother's Day,Meduim
United States,Mother's Day,Meduim
Iraq,Hijri New Year,Low
Ukraine,Mother's Day,Meduim
Venezuela,Mother's Day,Meduim
Japan,Mountain Day,Meduim
Japan,Mountain Day (Observed),Meduim
Canada,Natal Day (Nova Scotia and PEI),Low
Canada,National Aboriginal Day (Northwest Territories),Low
Korea,National Assembly Election Day,Low
Brunei,National Day,Low
Kuwait,National Day,Low
Sweden,National Day,Low
Portugal,National Day,Low
Iceland,National Day,Low
Slovenia,National Day,Low
Belgium,National Day,Low
Switzerland,National Day,Low
Singapore,National Day,Low
Liechtenstein,National Day,Low
Moldova,National Day,Low
Malaysia,National Day,Low
Vietnam,National Day,Low
Saudi Arabia,National Day,Low
China,National Day (1st Day),Meduim
Hong Kong S.A.R.,National Day,Meduim
China,National Day (2nd Day),Meduim
China,National Day (3rd Day),Meduim
Iraq,National Day,Low
Austria,National Day,Low
Oman,National Day,Low
Romania,National Day,Low
United Arab Emirates,National Day,Low
Bahrain,National Day,Low
Qatar,National Day,Low
Vietnam,National Day (Observed),Low
Hong Kong S.A.R.,National Day (Observed),Meduim
Saudi Arabia,National Day (Observed),Low
Oman,National Day (Observed),Low
Kuwait,National Day (Observed),Low
Brazil,National Day of Black Awareness,Low
Azerbaijan,National Day of Mourning,Low
Azerbaijan,National Day of Mourning (Observed),Low
Macao S.A.R.,National Day of the People's Republic of China,Meduim
Macao S.A.R.,National Day of the People's Republic of China (2nd Day),Meduim
Macao S.A.R.,National Day of the People's Republic of China (Observed),Meduim
Vietnam,National Defense Day,Low
Thailand,National Father's Day,Low
Thailand,National Father's Day (Observed),Low
Azerbaijan,National Flag Day,Low
Azerbaijan,National Flag Day (Observed),Low
Japan,National Foundation Day,Low
Japan,National Foundation Day (Observed),Low
Korea,National Founding Day - Gaecheonjeol,Low
Philippines,National Heroes Day,Low
Angola,National Heroes' Day,Low
Jamaica,National Heroes' Day,Low
Angola,National Heroes' Day (Observed),Low
Hungary,National Holiday,Low
Poland,National Holiday,Low
Spain,National Holiday,Low
Greece,National Holiday,Low
Monaco,National Holiday,Low
Brunei,National Holiday (Observed),Low
Bahrain,National Holiday (Observed),Low
Japan,National Holiday,Low
Moldova,National Language Day,Low
Canada,National Patriots' Day (Quebec),Low
Slovenia,National Resistance Day,Low
Azerbaijan,National Salvation Day,Low
Azerbaijan,National Salvation Day (Observed),Low
Turkey,National Sovereignty and Children's Day,Low
Qatar,National Sports Day,Low
Yemen,National Unity Day,Low
Albania,National Youth Day,Low
Bosnia and Herzegovina,Nativity of Mary,Low
Bosnia and Herzegovina,Nativity of the Theotokos,Low
Iran,Nature Day,Low
Kazakhstan,Nauryz Meyrami,Low
Chile,Naval Glories Day,Low
Albania,Nevruz,Low
Azerbaijan,Novruz Bayram,Low
Canada,Nunavut Day (Nunavut),Low
Canada,Observed Nunavut Day (Nunavut),Low
Brunei,Nuzul al-Quraan,Low
Brunei,Nuzul al-Quraan (Observed),Low
Ireland,October Bank Holiday,Low
Yemen,October Revolution,Low
Belarus,October Revolution Day,Low
Thailand,Ok Phansa (End of Buddhist Lent),Low
Canada,Orangemen's Day (Newfoundland and Labrador),Low
Brazil,Our Lady of Aparecida,Low
Mexico,Our Lady of Guadalupe,Low
Andorra,Our Lady of Meritxell,Low
Chile,Our Lady of Mount Carmel,Low
Costa Rica,Our Lady of the Angels,Low
Colombia,Palm Sunday,Low
Denmark,Palm Sunday,Low
Lithuania,Palm Sunday,Low
Norway,Palm Sunday,Low
Puerto Rico,Palm Sunday,Low
Uruguay,Palm Sunday,Low
Venezuela,Palm Sunday,Low
Christian Religious Holidays,Palm Sunday - Eastern,Low
Christian Religious Holidays,Palm Sunday - Western,Low
Honduras,Panamerican Day,Low
Lithuania,Pancake Day,Low
Congo (Democratic Republic of),Parents' Day,Low
Congo (Democratic Republic of),Parents' Day (Observed),Low
China,Party's Day,Low
Angola,Peace Day,Low
Angola,Peace Day (Observed),Low
Belgium,Pentecost,Low
France,Pentecost,Low
Poland,Pentecost,Low
Sweden,Pentecost,Low
Macedonia FYRO,Pentecost,Low
Cyprus,Pentecost,Low
Romania,Pentecost,Low
Ukraine,Pentecost,Low
Belgium,Pentecost Monday,Low
France,Pentecost Monday,Low
Cyprus,Pentecost Monday,Low
Romania,Pentecost Monday,Low
Ukraine,Pentecost Monday,Low
Philippines,People Power Day,Low
Japan,People's Day,Low
Iraq,Pesach,Low
Jewish Religious Holidays,Pesach,Low
Jewish Religious Holidays,Pesach Yom Tov (2nd Day-outside Israel),Low
Jewish Religious Holidays,Pesach Yom Tov Ha'aharon (outside Israel),Low
Denmark,Prayer Day,Low
Vietnam,President Ho Chi Minh's Birthday,Low
Korea,Presidential Election Day,Low
Puerto Rico,Presidents' Day,Low
Equatorial Guinea,President's Day,Low
Equatorial Guinea,President's Day (Observed),Low
Netherlands,Prince's Day,Low
Algeria,Prophet Mohammed's Birthday,Meduim
Bosnia and Herzegovina,Prophet Mohammed's Birthday,Meduim
Brunei,Prophet Mohammed's Birthday,Meduim
Egypt,Prophet Mohammed's Birthday,Meduim
Islamic (Sunni) Religious Holidays,Prophet Mohammed's Birthday,Meduim
Jordan,Prophet Mohammed's Birthday,Meduim
Kuwait,Prophet Mohammed's Birthday,Meduim
Malaysia,Prophet Mohammed's Birthday,Meduim
Morocco,Prophet Mohammed's Birthday,Meduim
Nigeria,Prophet Mohammed's Birthday,Meduim
Oman,Prophet Mohammed's Birthday,Meduim
Pakistan,Prophet Mohammed's Birthday,Meduim
Philippines,Prophet Mohammed's Birthday,Meduim
Syria,Prophet Mohammed's Birthday,Meduim
Tunisia,Prophet Mohammed's Birthday,Meduim
United Arab Emirates,Prophet Mohammed's Birthday,Meduim
Bahrain,Prophet Mohammed's Birthday (Observed),Meduim
Morocco,Prophet Mohammed's Birthday (2nd Day),Meduim
Nigeria,Prophet Mohammed's Birthday (Observed),Meduim
Islamic (Shia) Religious Holidays,Prophet Mohammed's Birthday,Meduim
Oman,Prophet Mohammed's Birthday (Observed),Meduim
Iran,Prophet Mohammed's Birthday,Meduim
Brunei,Prophet Mohammed's Birthday (Observed),Meduim
Lebanon,Prophet Mohammed's Birthday (Observed),Meduim
Bahrain,Prophet Mohammed's Birthday (Shia),Meduim
Iraq,Prophet Mohammed's Birthday (Shia),Meduim
Lebanon,Prophet Mohammed's Birthday (Shia),Meduim
Yemen,Prophet Mohammed's Birthday (Shia),Meduim
Bahrain,Prophet Mohammed's Birthday (Sunni),Meduim
Iraq,Prophet Mohammed's Birthday (Sunni),Meduim
Lebanon,Prophet Mohammed's Birthday (Sunni),Meduim
Yemen,Prophet Mohammed's Birthday (Sunni),Meduim
Jewish Religious Holidays,Purim,Low
Jewish Religious Holidays,Purim Katan,Low
Canada,Quebec National Day - St. John the Baptist Day (Quebec),Low
Canada,Observed Quebec National Day - St. John the Baptist Day (Quebec),Low
Netherlands,Queen's Birthday,Low
New Zealand,Queen's Birthday,Low
Australia,Queen's Birthday (except Queensland and Western Australia),Low
Australia,Queen's Birthday (Queensland),Low
Australia,Queen's Birthday (Western Australia),Low
Azerbaijan,Ramazan,Low
Azerbaijan,Ramazan (2nd Day),Low
Turkey,Ramazan Bayramı (1st Day),Low
Turkey,Ramazan Bayramı (2nd Day),Low
Turkey,Ramazan Bayramı (3rd Day),Low
Germany,Reformation Day,Low
Slovenia,Reformation Day,Low
Chile,Reformation Day,Low
Estonia,Re-Independence Day,Low
Vietnam,Remembrance Day,Low
Serbia,Remembrance Day,Low
Slovenia,Remembrance Day,Low
Canada,Remembrance Day,Low
Oman,Renaissance Day,Low
Oman,Renaissance Day (Observed),Low
India,Republic Day,Low
Azerbaijan,Republic Day,Low
Italy,Republic Day,Low
Iraq,Republic Day,Low
Tunisia,Republic Day,Low
Macedonia FYRO,Republic Day,Low
Trinidad and Tobago,Republic Day,Low
Portugal,Republic Day,Low
Turkey,Republic Day,Low
Brazil,Republic Day,Low
Malta,Republic Day,Low
Macedonia FYRO,Republic Day (Observed),Low
Azerbaijan,Republic Day (Observed),Low
Trinidad and Tobago,Republic Day (Observed),Low
Turkey,Republic Day Eve,Low
Lebanon,Resistance and Liberation Day,Low
Lebanon,Resistance and Liberation Day (Observed),Low
Japan,Respect for the Aged Day,Low
Dominican Republic,Restoration Day,Low
Latvia,Restoration of Independence of the Republic of Latvia Day,Low
Latvia,Restoration of Independence of the Republic of Latvia Public Holiday,Low
Romania,Reunion Day,Low
Tunisia,Revolution and Youth Day,Low
Syria,Revolution Day,Meduim
Macedonia FYRO,Revolution Day,Meduim
Guatemala,Revolution Day,Meduim
Islamic (Shia) Religious Holidays,Hijri New Year,Low
Islamic (Sunni) Religious Holidays,Hijri New Year,Low
Jordan,Hijri New Year,Low
Kuwait,Hijri New Year,Low
Lebanon,Hijri New Year,Low
Morocco,Hijri New Year,Low
Oman,Hijri New Year,Low
Philippines,Hijri New Year,Low
Syria,Hijri New Year,Low
Tunisia,Hijri New Year,Low
Algeria,Revolution Day,Meduim
United Arab Emirates,Hijri New Year,Low
Yemen,Hijri New Year,Low
Canada,Day After New Year's Day (Quebec),Low
New Zealand,Day after New Year's Day,Low
China,Chinese New Year's Eve,High
Macao S.A.R.,Chinese New Year Eve,High
Brunei,Chinese New Year (Observed),Meduim
Macedonia FYRO,Revolution Day (Observed),Meduim
Morocco,Revolution of the King and the People,Meduim
Philippines,Rizal Day,Low
Peru,Rose of Lima Day,Low
Jewish Religious Holidays,Rosh Hashanah (1st Day),Low
Jewish Religious Holidays,Rosh Hashanah (2nd Day),Low
Russia,Russia Day,Low
Russia,Russia Day (Observed),Low
Colombia,Sacred Heart of Jesus,Low
Macedonia FYRO,Saint Clement of Ohrid Bank Holiday,Low
Holy See (Vatican City),Saint George,Low
Holy See (Vatican City),Saint Joseph the Worker,Low
Spain,Saint Joseph's Day,Low
Lebanon,Saint Maron (Observed),Low
Congo (Democratic Republic of),Saint Paul's Day,Low
Monaco,Sainte-Dévote,Low
Venezuela,Símon Bolívar Day,Low
Argentina,San Martín National Patriot Day,Low
Nicaragua,Sandinista Revolution Anniversary,Low
Hong Kong S.A.R.,Second week-day after Christmas Day,Low
Panama,Separation Day,Low
Yemen,September Revolution,Low
Malta,Sette Giugno,Low
Japan,Shōwa Day,Low
Japan,Shōwa Day (Observed),Low
Pakistan,Shab-e-Miraj,Low
Egypt,Sham el-Nessim,Low
Jewish Religious Holidays,Shavuot,Low
Jewish Religious Holidays,Shavuot Yom Tov (2nd Day-outside Israel),Low
Jewish Religious Holidays,Shmini Atzeret - Simchat Torah (Israel),Low
Jewish Religious Holidays,Shmini Atzeret (outside Israel),Low
Liechtenstein,Shrove Tuesday,Low
Panama,Shrove Tuesday,Low
Poland,Shrove Tuesday,Low
Jewish Religious Holidays,Shushan Purim,Low
Hong Kong S.A.R.,Chinese New Year (4th Day),High
Macao S.A.R.,Chinese New Year (4th Day),High
China,Chinese New Year (3rd Day),High
Jewish Religious Holidays,Shvii of Pesach,Low
Ecuador,Simón Bolivar Day,Low
Jewish Religious Holidays,Simchat Torah (outside Israel),Low
Egypt,Sinai Liberation Day,Low
China,Slight Cold,Low
China,Slight Heat,Low
Slovakia,Slovak National Uprising,Low
Holy See (Vatican City),Solemnity of Mary Mother of God,Low
Thailand,Songkran Festival,Low
Thailand,Songkran Festival (Observed),Low
Montenegro,Sovereignty Day of Montenegro,Low
Montenegro,Sovereignty Day of Montenegro (2nd Day),Low
Serbia,Sovereignty Day of Serbia,Low
Serbia,Sovereignty Day of Serbia (Observed),Low
Japan,Sports Day,Low
Russia,Spring and Labor Day,Low
Russia,Spring and Labor Day (Observed),Low
United Kingdom,Spring Bank Holiday,Low
China,Spring Begins,Low
Trinidad and Tobago,Spritual Baptist Day,Low
Trinidad and Tobago,Spritual Baptist Day (Observed),Low
Georgia,St. Andrew,Low
Romania,St. Andrew's Day,Low
United Kingdom,St. Andrew's Day (Scotland),Low
United Kingdom,St. Andrew's Day (Scotland) (Observed),Low
Switzerland,St. Berchtold,Low
Andorra,St. Carlos Borromeo,Low
Macedonia FYRO,St. Clement of Ohrid,Low
Macedonia FYRO,St. Cyril and St. Methodius,Low
Czechia,St. Cyril and St. Methodius,Low
Slovakia,St. Cyril and St. Methodius,Low
Macedonia FYRO,St. Cyril and St. Methodius (Observed),Low
Bulgaria,St. Cyril and St. Methodius Day (Education & Culture Day),Low
Bosnia and Herzegovina,St. Demetrius' Day,Low
Bosnia and Herzegovina,St. Elijah's Day,Low
Georgia,St. George,Low
Bosnia and Herzegovina,St. George's Day,Low
Canada,St. George's Day (Newfoundland and Labrador),Low
Andorra,St. John,Low
Latvia,St. John,Low
Puerto Rico,St. John the Baptist,Low
Liechtenstein,St. Joseph,Low
Colombia,St. Joseph,Low
Hong Kong S.A.R.,Chinese New Year (3rd Day),High
Macao S.A.R.,Chinese New Year (3rd Day),High
China,Chinese New Year (2nd Day),High
Switzerland,St. Joseph's Day,Low
Sweden,St. Lucia,Low
Lebanon,St. Maron,Low
Belgium,St. Nicholas,Low
Hungary,St. Nicholas,Low
Netherlands,St. Nicholas' Eve,Low
Ireland,St. Patrick's Day,Meduim
United Kingdom,St. Patrick's Day (N. Ireland),Meduim
Hong Kong S.A.R.,Chinese New Year (2nd Day),High
United States,St. Patrick's Day,Meduim
Canada,St. Patrick's Day (Newfoundland and Labrador),Meduim
United Kingdom,St. Patrick's Day (N. Ireland) (Observed),Meduim
Ireland,St. Patrick's Day Bank Holiday,Low
Peru,St. Peter and St. Paul,Low
Switzerland,St. Peter and St. Paul,Low
Macao S.A.R.,Chinese New Year (2nd Day),High
Malaysia,Chinese New Year (2nd Day),Meduim
Chile,St. Peter and St. Paul,Low
Singapore,Chinese New Year (2nd Day),Meduim
Colombia,St. Peter and St. Paul,Low
China,Chinese New Year (1st Day),High
Venezuela,St. Peter and St. Paul Bank Holiday,Low
Bosnia and Herzegovina,St. Peter's Day,Low
Serbia,St. Sava,Low
Hungary,St. Stephen's Day,Low
Andorra,St. Stephen's Day,Low
Austria,St. Stephen's Day,Low
Christian Religious Holidays,St. Stephen's Day,Low
Croatia,St. Stephen's Day,Low
Czechia,St. Stephen's Day,Low
Finland,St. Stephen's Day,Low
Holy See (Vatican City),St. Stephen's Day,Low
Ireland,St. Stephen's Day,Low
Italy,St. Stephen's Day,Low
Liechtenstein,St. Stephen's Day,Low
Luxembourg,St. Stephen's Day,Low
Netherlands,St. Stephen's Day,Low
San Marino,St. Stephen's Day,Low
Switzerland,St. Stephen's Day,Low
Ireland,St. Stephen's Day Bank Holiday,Low
Serbia,St. Vitus,Low
Bosnia and Herzegovina,St. Vitus's Day,Low
Brunei,Start of Ramadan,Meduim
Islamic (Shia) Religious Holidays,Start of Ramadan,Meduim
Islamic (Sunni) Religious Holidays,Start of Ramadan,Meduim
Nigeria,Start of Ramadan,Meduim
Pakistan,Start of Ramadan,Meduim
Brunei,Start of Ramadan (Observed),Meduim
Lithuania,State Day,Low
Croatia,Statehood Day,Low
Bosnia and Herzegovina,Statehood Day (Bosnia and Herzegovina),Low
China,Stopping the Heat,Low
Jewish Religious Holidays,Sukkot,Low
Iraq,Sukkot,Low
Jewish Religious Holidays,Sukkot Yom Tov (2nd Day-outside Israel),Low
Oman,Sultan's Birthday,Low
Oman,Sultan's Birthday (Observed),Low
China,Summer Begins,Low
Albania,Summer Day,Low
China,Summer Solstice,Low
Georgia,Svetickhovloba,Low
Jewish Religious Holidays,Taanit Ester,Low
Vietnam,Tết (2nd Day),Low
Vietnam,Tết (3rd Day),Low
Vietnam,Tết (4th Day),Low
Vietnam,Tết (Observed),Low
Iran,Tasua,Low
Puerto Rico,Tax Day,Low
United States,Tax Day,Low
Thailand,Teacher's Day,Low
China,Teacher's Day,Low
Honduras,Teacher's Day,Low
Vietnam,Teacher's Day,Low
Singapore,Teacher's Day,Low
United States,Thanksgiving Day,High
Canada,Thanksgiving Day,High
Puerto Rico,Thanksgiving Day,High
Hong Kong S.A.R.,The Day following the Chinese Mid-Autumn Festival,Low
China,The Rains,Low
Malaysia,The Yang di-Pertuan Agong's Birthday,Low
Puerto Rico,Three Kings Day,Low
Puerto Rico,Three Kings Eve,Low
Hong Kong S.A.R.,Chinese New Year (1st Day),High
Macao S.A.R.,Chinese New Year (1st Day),High
Brazil,Tiradentes Day,Low
Jewish Religious Holidays,Tisha BeAv,Low
China,Tomb Sweeping Day (Ching Ming Festival),Low
Mexico,Transmission of the Federal Executive Power,Low
Jewish Religious Holidays,Tu BeShevat,Low
Hong Kong S.A.R.,Tuen Ng Festival,Low
Macao S.A.R.,Tung Ng Festival,Low
Sweden,Twelfth Night,Low
Belarus,Union Day of Belarus and Russia,Low
Hungary,Valentine's Day,Meduim
Puerto Rico,Valentine's Day,Meduim
South Africa,Valentine's Day,Meduim
United States,Valentine's Day,Meduim
China,Vernal Equinox,Low
Japan,Vernal Equinox Day,Low
Japan,Vernal Equinox Day (Observed),Low
Singapore,Vesak Day,Low
Puerto Rico,Veteran's Day,Meduim
United States,Veteran's Day,Meduim
United States,Veteran's Day (Observed),Meduim
Puerto Rico,Veteran's Day (Observed),Meduim
Canada,Victoria Day (many provinces),Low
Armenia,Victory and Peace Day,Low
France,Victory Day,Meduim
Azerbaijan,Victory Day,Meduim
Belarus,Victory Day,Meduim
Georgia,Victory Day,Meduim
Kazakhstan,Victory Day,Meduim
Moldova,Victory Day,Meduim
Russia,Victory Day,Meduim
Ukraine,Victory Day,Meduim
Estonia,Victory Day,Meduim
Turkey,Victory Day,Meduim
Azerbaijan,Victory Day (Observed),Meduim
Kazakhstan,Victory Day (Observed),Meduim
Russia,Victory Day (Observed),Meduim
Ukraine,Victory Day (Observed),Meduim
Bosnia and Herzegovina,Victory Day (Republika Srpska),Meduim
Vietnam,Vietnamese Family Day,Low
Vietnam,Vietnamese Women's Day,Low
Holy See (Vatican City),Vigil of Assumption,Low
Georgia,Virgin Mary,Low
Slovakia,Virgin Mary of the Seven Sorrows,Low
Paraguay,Virgin of Caacupé,Low
